name,group,population,extent_w,extent_h,nodes_reachable,nodes_hashcons,splice_factor,tree_nodes,selects,compares,compares_feeding_selects,select_masks_shared,arm_true_med,arm_false_med,arm_excl_true_med,arm_excl_false_med,arm_excl_frac,gathers,buffers,uniforms,transcendentals,depth,ops,nodes_lowered,nodes_lowered_hc,input_dag_cost,input_tree_cost,input_sharing,tier_iters,class_cap,stop,iterations,applications,unions,classes,opt_ms,ext_nodes,ext_trip_tree_cost,ext_trip_dag_cost,ext_trip_sharing,ext_tree_cost,ext_dag_cost,ext_sharing,ext_selects,dag_cost_delta_pct,emit,bytes,spill_slots,hoisted,carried,frame_instr,row_instr,body_instr,frame_frac,row_frac,body_frac,frame_mem,row_mem,body_mem,body_remats,dyn_memory_ops,dyn_instructions,rule_hist,sched_len,sched_selects,guard_exclusive,guard_guarded,guard_exclusive_frac,guard_guarded_frac,guard_guarded_selects,guard_exclusive_selects,guard_select_frac,guard_lost_frac,classes_at_cap,quiesced,has_select,has_gather,has_transc,dup_gt_1,ext_shares,hoist_frac,class_per_hc_node,apps_per_hc_node,ext_shrink,lower_growth,sat_noop,sel_per_100,cmp_per_100,bytes_per_hc_node
bwd_band04_d3:18,bwd_bands,synthetic,64.0,64.0,10.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,Abs:1;Add:1;Const:1;Ln:1;Mul:1;Neg:3;Var:2,10.0,10.0,149.0,149.0,1.0,20.0,500.0,Quiesced,2.0,14.0,5.0,13.0,0.1,7.0,140.0,140.0,1.0,140.0,140.0,1.0,0.0,-6.04,retired_axis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,involution(Sub):5;commutative(Add):3;commutative(Mul):3;even-negation(Abs):3,0,0,0,0,nan,nan,0,0,nan,nan,0.0,1.0,0.0,0.0,1.0,0.0,0.0,nan,1.3,1.4,0.7,1.0,0.0,0.0,0.0,nan
bwd_band04_d3:19,bwd_bands,synthetic,64.0,64.0,12.0,12.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,Abs:1;Add:2;Const:2;Ln:1;Neg:5;Var:1,12.0,12.0,154.0,154.0,1.0,50.0,2000.0,Quiesced,2.0,18.0,7.0,16.0,0.1,7.0,569344.0,569344.0,1.0,139.0,139.0,1.0,0.0,-9.74,ok,672.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56320.0,involution(Sub):7;commutative(Add):6;even-negation(Abs):3;constant-fold:2,110,4,4,0,0.03636363636363636,0.0,0,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3333333333333333,1.5,0.5833333333333334,1.0,0.0,0.0,0.0,56.0
bwd_band04_d3:20,bwd_bands,synthetic,64.0,64.0,11.0,11.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,Abs:2;Add:1;Const:1;Exp2:1;Ln:1;Neg:4;Var:1,11.0,11.0,219.0,219.0,1.0,50.0,2000.0,Quiesced,2.0,15.0,5.0,14.0,0.1,7.0,207.0,207.0,1.0,207.0,207.0,1.0,0.0,-5.48,retired_axis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,involution(Sub):6;even-negation(Abs):6;commutative(Add):3,0,0,0,0,nan,nan,0,0,nan,nan,0.0,1.0,0.0,0.0,1.0,0.0,0.0,nan,1.2727272727272727,1.3636363636363635,0.6363636363636364,1.0,0.0,0.0,0.0,nan
bwd_band04_d3:21,bwd_bands,synthetic,64.0,64.0,20.0,19.0,1.053,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,Abs:2;Add:2;Const:3;Neg:7;Pow:3;Var:2,20.0,19.0,623.0,623.0,1.0,50.0,2000.0,Quiesced,2.0,30.0,12.0,26.0,0.2,9.0,917952.0,917952.0,1.0,231.0,231.0,1.0,0.0,-62.92,ok,896.0,0.0,1.0,1.0,0.0,50.0,28.0,0.0,0.641,0.359,0.0,0.0,0.0,0.0,0.0,31872.0,involution(Sub):12;commutative(Add):6;even-negation(Abs):6;power-sqrt:2;power-recip:2;recip-sqrt:2,108,2,2,0,0.018518518518518517,0.0,0,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6410256410256411,1.368421052631579,1.5789473684210527,0.47368421052631576,1.0,0.0,0.0,0.0,47.1578947368421
bwd_band04_d3:22,bwd_bands,synthetic,64.0,64.0,14.0,13.0,1.077,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,Abs:1;Add:1;Atan2:1;Const:3;Min:1;Neg:4;Pow:1;Var:1,14.0,13.0,297.0,297.0,1.0,50.0,2000.0,Quiesced,2.0,16.0,6.0,17.0,0.1,9.0,6912.0,6912.0,1.0,108.0,108.0,1.0,0.0,-63.64,ok,528.0,0.0,3.0,0.0,4.0,37.0,0.0,0.098,0.902,0.0,2.0,3.0,1.0,0.0,1218.0,2372.0,involution(Sub):5;commutative(Add):3;commutative(Min):3;even-negation(Abs):3;power-recip:2,45,5,18,0,0.4,0.0,0,5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.3076923076923077,1.2307692307692308,0.6923076923076923,1.0,0.0,0.0,0.0,40.61538461538461
bwd_band04_d3:23,bwd_bands,synthetic,64.0,64.0,18.0,18.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,Abs:1;Add:1;Const:3;Exp:1;Exp2:1;Min:2;Mul:1;Neg:3;Pow:1;Tan:1;Var:3,18.0,18.0,454.0,454.0,1.0,50.0,2000.0,Quiesced,2.0,22.0,8.0,24.0,0.2,14.0,6565.0,6565.0,1.0,265.0,265.0,1.0,0.0,-41.63,retired_axis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,commutative(Min):6;involution(Sub):5;commutative(Add):3;commutative(Mul):3;even-negation(Abs):3;power-recip:2,0,0,0,0,nan,nan,0,0,nan,nan,0.0,1.0,0.0,0.0,1.0,0.0,0.0,nan,1.3333333333333333,1.2222222222222223,0.7777777777777778,1.0,0.0,0.0,0.0,nan
bwd_band05_d4:0,bwd_bands,synthetic,64.0,64.0,17.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,Abs:2;Add:2;Const:2;Cos:1;Log2:1;Neg:8;Var:1,17.0,17.0,235.0,235.0,1.0,50.0,2000.0,Quiesced,3.0,78.0,19.0,37.0,0.4,6.0,335994.0,335994.0,1.0,204.0,204.0,1.0,0.0,-13.19,ok,1072.0,0.0,1.0,1.0,47.0,0.0,41.0,0.534,0.0,0.466,0.0,0.0,0.0,0.0,0.0,42031.0,involution(Sub):21;constant-fold:14;commutative(Add):13;even-negation(Abs):10;commutative(Mul):6;even-negation(Cos):5;fma-fusion:4;cos-angle-addition:3;canonicalize(Sub):2,131,4,70,66,0.5343511450381679,0.5038167938931297,2,4,0.5,0.05714285714285716,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5340909090909091,2.176470588235294,4.588235294117647,0.35294117647058826,1.0,0.0,0.0,0.0,63.05882352941177
bwd_band05_d4:1,bwd_bands,synthetic,64.0,64.0,25.0,24.0,1.042,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,Abs:3;Add:1;Const:3;Cos:1;Neg:12;Pow:3;Var:1,25.0,24.0,712.0,712.0,1.0,50.0,2000.0,Quiesced,2.0,43.0,17.0,33.0,0.3,9.0,507904.0,507904.0,1.0,124.0,124.0,1.0,0.0,-82.58,ok,656.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47104.0,involution(Sub):20;even-negation(Abs):9;power-sqrt:4;commutative(Add):3;even-negation(Cos):3;power-recip:2;recip-sqrt:2,92,2,68,66,0.7391304347826086,0.717391304347826,2,2,1.0,0.02941176470588236,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.375,1.7916666666666667,0.375,1.0,0.0,0.0,0.0,27.333333333333332
bwd_band05_d4:2,bwd_bands,synthetic,64.0,64.0,11.0,10.0,1.1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,Add:1;Const:1;Cos:1;Max:2;Neg:2;Sin:1;Var:2,11.0,10.0,161.0,161.0,1.0,50.0,2000.0,Quiesced,3.0,52.0,11.0,22.0,0.3,8.0,320384.0,320384.0,1.0,155.0,155.0,1.0,0.0,-3.73,ok,800.0,0.0,1.0,1.0,0.0,41.0,38.0,0.0,0.519,0.481,0.0,0.0,0.0,0.0,0.0,41536.0,commutative(Max):22;reverse-associative(Max):8;associative(Max):7;involution(Sub):5;commutative(Add):5;even-negation(Cos):5,119,3,94,58,0.7899159663865546,0.48739495798319327,2,3,0.6666666666666666,0.3829787234042553,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5189873417721519,2.2,5.2,0.8,1.0,0.0,0.0,0.0,80.0
bwd_band05_d4:3,bwd_bands,synthetic,64.0,64.0,12.0,12.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,Abs:1;Add:1;Const:2;Cos:1;Neg:5;Pow:1;Var:1,12.0,12.0,293.0,293.0,1.0,50.0,2000.0,Quiesced,2.0,19.0,7.0,16.0,0.3,6.0,401408.0,401408.0,1.0,98.0,98.0,1.0,0.0,-66.55,ok,640.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44032.0,involution(Sub):8;commutative(Add):3;even-negation(Cos):3;even-negation(Abs):3;power-recip:2,86,2,68,66,0.7906976744186046,0.7674418604651163,2,2,1.0,0.02941176470588236,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3333333333333333,1.5833333333333333,0.5,1.0,0.0,0.0,0.0,53.333333333333336
bwd_band05_d4:4,bwd_bands,synthetic,64.0,64.0,17.0,16.0,1.062,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,Abs:2;Add:2;Const:2;Exp:1;Log10:1;Neg:5;Pow:1;Tan:1;Var:1,17.0,16.0,521.0,521.0,1.0,50.0,2000.0,Quiesced,2.0,22.0,8.0,21.0,0.2,10.0,21184.0,21184.0,1.0,331.0,331.0,1.0,0.0,-36.47,ok,1488.0,0.0,1.0,0.0,0.0,152.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1088.0,9728.0,involution(Sub):8;commutative(Add):6;even-negation(Abs):6;power-rsqrt:2,154,4,66,0,0.42857142857142855,0.0,0,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.3125,1.375,0.625,1.0,0.0,0.0,0.0,93.0
bwd_band05_d4:5,bwd_bands,synthetic,64.0,64.0,32.0,28.0,1.143,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,Abs:4;Add:5;Const:4;Ln:2;Min:1;Neg:9;Pow:2;Var:1,32.0,28.0,710.0,710.0,1.0,50.0,2000.0,Quiesced,2.0,44.0,16.0,40.0,0.3,18.0,1355776.0,1355776.0,1.0,331.0,331.0,1.0,0.0,-53.38,ok,976.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,116736.0,commutative(Add):15;involution(Sub):11;even-negation(Abs):11;commutative(Min):3;power-recip:2;power-rsqrt:2,228,8,8,0,0.03508771929824561,0.0,0,8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4285714285714286,1.5714285714285714,0.6428571428571429,1.0,0.0,0.0,0.0,34.857142857142854
bwd_band05_d4:6,bwd_bands,synthetic,64.0,64.0,15.0,14.0,1.071,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,Abs:1;Add:2;Const:3;Mul:1;Neg:5;Pow:1;Var:1,15.0,14.0,227.0,227.0,1.0,50.0,2000.0,Quiesced,2.0,25.0,9.0,20.0,0.2,8.0,2304.0,2304.0,1.0,36.0,36.0,1.0,0.0,-84.14,ok,256.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1088.0,512.0,involution(Sub):7;commutative(Add):6;fma-fusion:4;commutative(Mul):3;even-negation(Abs):3;power-rsqrt:2,10,0,0,0,0.0,0.0,0,0,nan,nan,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.4285714285714286,1.7857142857142858,0.5714285714285714,1.0,0.0,0.0,0.0,18.285714285714285
bwd_band05_d4:7,bwd_bands,synthetic,64.0,64.0,16.0,13.0,1.231,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,Abs:1;Add:2;Atan2:1;Const:3;Mul:2;Neg:2;Pow:1;Var:1,16.0,13.0,302.0,307.0,1.017,50.0,2000.0,Quiesced,3.0,77.0,14.0,28.0,0.5,10.0,471040.0,471040.0,1.0,115.0,115.0,1.0,0.0,-61.92,ok,592.0,0.0,5.0,5.0,9.0,0.0,35.0,0.205,0.0,0.795,0.0,0.0,0.0,0.0,0.0,35849.0,commutative(Mul):19;halving:10;reverse-associative(Mul):8;doubling:6;associative(Mul):6;involution(Sub):5;commutative(Add):5;even-negation(Abs):5;distribute:4;factor:3;power-sqrt:3;fma-fusion:3,89,10,38,6,0.42696629213483145,0.06741573033707865,2,10,0.2,0.8421052631578947,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.20454545454545456,2.1538461538461537,5.923076923076923,0.7692307692307693,1.0,0.0,0.0,0.0,45.53846153846154
bwd_band05_d4:8,bwd_bands,synthetic,64.0,64.0,14.0,13.0,1.077,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,Abs:1;Add:1;Const:2;Exp:1;Exp2:1;Mul:2;Neg:2;Pow:2;Var:1,14.0,13.0,559.0,628.0,1.123,50.0,2000.0,Quiesced,2.0,17.0,7.0,19.0,0.2,9.0,462991.0,462922.0,1.0,256.0,187.0,1.369,0.0,-66.55,ok,576.0,0.0,1.0,1.0,24.0,0.0,29.0,0.453,0.0,0.547,0.0,0.0,0.0,0.0,0.0,29720.0,power-sqrt:4;fma-fusion:4;involution(Sub):3;commutative(Add):3;even-negation(Abs):3,84,0,0,0,0.0,0.0,0,0,nan,nan,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.4528301886792453,1.4615384615384615,1.3076923076923077,0.6923076923076923,1.0,0.0,0.0,0.0,44.30769230769231
bwd_band05_d4:9,bwd_bands,synthetic,64.0,64.0,12.0,11.0,1.091,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,Abs:1;Add:2;Const:1;Exp2:1;Ln:1;Neg:3;Sin:1;Var:1,12.0,11.0,287.0,287.0,1.0,50.0,2000.0,Quiesced,2.0,12.0,4.0,14.0,0.1,9.0,17984.0,17984.0,1.0,281.0,281.0,1.0,0.0,-2.09,ok,1232.0,0.0,1.0,0.0,0.0,110.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1088.0,7040.0,commutative(Add):6;involution(Sub):3;even-negation(Abs):3,112,3,32,0,0.2857142857142857,0.0,0,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.2727272727272727,1.0909090909090908,0.8181818181818182,1.0,0.0,0.0,0.0,112.0
bwd_band05_d4:10,bwd_bands,synthetic,64.0,64.0,40.0,33.0,1.212,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,Abs:3;Add:6;Atan2:2;Const:6;Exp:1;Max:1;Mul:2;Neg:7;Pow:3;Var:2,40.0,33.0,888.0,888.0,1.0,50.0,2000.0,Quiesced,4.0,182.0,30.0,61.0,1.4,21.0,1857237.0,1857237.0,1.0,501.0,501.0,1.0,0.0,-43.58,ok,1760.0,0.0,10.0,9.0,10.0,10.0,159.0,0.056,0.056,0.888,1.0,1.0,0.0,0.0,65.0,163466.0,commutative(Add):66;constant-fold:22;involution(Sub):18;even-negation(Abs):18;commutative(Mul):14;reverse-associative(Add):11;associative(Add):10;fma-fusion:8;commutative(Max):7;power-recip:4;power-rsqrt:4,357,24,76,12,0.21288515406162464,0.03361344537815126,4,24,0.16666666666666666,0.8421052631578947,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.11173184357541899,1.8484848484848484,5.515151515151516,0.6363636363636364,1.0,0.0,0.0,0.0,53.333333333333336
bwd_band05_d4:11,bwd_bands,synthetic,64.0,64.0,12.0,10.0,1.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,Add:1;Cos:1;Mul:1;Neg:4;Sin:1;Tan:1;Var:1,12.0,10.0,253.0,253.0,1.0,50.0,2000.0,Quiesced,3.0,39.0,9.0,17.0,0.4,5.0,15168.0,15168.0,1.0,237.0,237.0,1.0,0.0,-6.32,ok,1072.0,0.0,1.0,0.0,0.0,147.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1088.0,9408.0,involution(Sub):13;fma-fusion:6;commutative(Add):5;commutative(Mul):5;odd-negation(Tan):5;even-negation(Cos):5,149,4,128,0,0.8590604026845637,0.0,0,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.7,3.9,0.5,1.0,0.0,0.0,0.0,107.2
bwd_band05_d4:12,bwd_bands,synthetic,64.0,64.0,17.0,15.0,1.133,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,Abs:1;Add:2;Atan2:1;Const:4;Mul:2;Neg:1;Pow:3;Var:1,17.0,15.0,691.0,691.0,1.0,50.0,2000.0,Quiesced,2.0,22.0,10.0,25.0,0.2,9.0,8128.0,8128.0,1.0,127.0,127.0,1.0,0.0,-81.62,ok,544.0,0.0,3.0,0.0,4.0,37.0,0.0,0.098,0.902,0.0,2.0,3.0,1.0,0.0,1218.0,2372.0,commutative(Add):6;power-sqrt:4;fma-fusion:4;constant-fold:2;even-negation(Abs):2;power-recip:2;recip-sqrt:2,45,5,18,0,0.4,0.0,0,5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.6666666666666667,1.4666666666666666,0.6,1.0,0.0,0.0,0.0,36.266666666666666
bwd_band05_d4:13,bwd_bands,synthetic,64.0,64.0,26.0,21.0,1.238,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,Abs:2;Add:3;Atan2:1;Const:3;Cos:1;Mul:1;Neg:7;Pow:2;Var:1,26.0,21.0,590.0,593.0,1.005,50.0,2000.0,Quiesced,3.0,55.0,15.0,30.0,0.4,11.0,1593344.0,1564672.0,1.018,389.0,382.0,1.018,0.0,-35.25,ok,1680.0,0.0,2.0,2.0,4.0,0.0,144.0,0.027,0.0,0.973,0.0,0.0,0.0,0.0,0.0,147460.0,involution(Sub):16;commutative(Add):15;even-negation(Abs):8;commutative(Mul):5;even-negation(Cos):5;constant-fold:3;power-recip:3,296,16,108,74,0.36486486486486486,0.25,4,16,0.25,0.31481481481481477,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.02702702702702703,1.4285714285714286,2.619047619047619,0.5238095238095238,1.0,0.0,0.0,0.0,80.0
bwd_band05_d4:14,bwd_bands,synthetic,64.0,64.0,34.0,31.0,1.097,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,Abs:4;Add:4;Const:5;Log10:1;Mul:2;Neg:10;Pow:3;Var:2,34.0,31.0,790.0,790.0,1.0,50.0,2000.0,Quiesced,2.0,50.0,18.0,43.0,0.3,19.0,977088.0,977088.0,1.0,399.0,399.0,1.0,0.0,-49.49,ok,1216.0,0.0,2.0,2.0,0.0,56.0,79.0,0.0,0.415,0.585,0.0,0.0,0.0,0.0,0.0,84480.0,involution(Sub):16;commutative(Add):12;even-negation(Abs):12;commutative(Mul):6;power-sqrt:2;power-recip:2,218,6,6,0,0.027522935779816515,0.0,0,6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4148148148148148,1.3870967741935485,1.6129032258064515,0.6129032258064516,1.0,0.0,0.0,0.0,39.225806451612904
bwd_band05_d4:15,bwd_bands,synthetic,64.0,64.0,30.0,26.0,1.154,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,Abs:3;Add:4;Const:4;Log2:1;Mul:3;Neg:7;Pow:3;Var:1,30.0,26.0,771.0,1123.0,1.457,50.0,2000.0,Quiesced,5.0,249.0,32.0,60.0,2.9,16.0,22848.0,13120.0,1.741,357.0,205.0,1.741,0.0,-73.41,ok,720.0,0.0,1.0,0.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1088.0,3904.0,commutative(Mul):51;commutative(Add):36;involution(Sub):32;reverse-associative(Mul):30;associative(Mul):27;even-negation(Abs):27;power-recip:10;fma-fusion:10;constant-fold:9;halving:5;power-sqrt:5;power-combine:4;doubling:3,63,2,2,0,0.031746031746031744,0.0,0,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.3076923076923075,9.576923076923077,0.6153846153846154,1.0,0.0,0.0,0.0,27.692307692307693
bwd_band05_d4:16,bwd_bands,synthetic,64.0,64.0,21.0,20.0,1.05,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,Abs:2;Add:2;Const:3;Mul:3;Neg:6;Pow:2;Var:2,21.0,20.0,439.0,439.0,1.0,50.0,2000.0,Quiesced,2.0,33.0,13.0,29.0,1.5,11.0,209216.0,209216.0,1.0,56.0,56.0,1.0,0.0,-87.24,ok,240.0,0.0,1.0,1.0,0.0,2.0,9.0,0.0,0.182,0.818,0.0,0.0,0.0,0.0,0.0,9344.0,involution(Sub):10;commutative(Add):6;even-negation(Abs):6;fma-fusion:4;commutative(Mul):3;power-sqrt:2;power-recip:2,22,0,0,0,0.0,0.0,0,0,nan,nan,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.18181818181818182,1.45,1.65,0.55,1.0,0.0,0.0,0.0,12.0
bwd_band05_d4:17,bwd_bands,synthetic,64.0,64.0,13.0,13.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,Abs:1;Add:1;Const:3;Exp:1;Log2:1;Mul:2;Neg:3;Var:1,13.0,13.0,223.0,223.0,1.0,50.0,2000.0,Quiesced,4.0,109.0,17.0,29.0,1.0,7.0,20682.0,20682.0,1.0,207.0,207.0,1.0,0.0,-7.17,ok,912.0,0.0,1.0,1.0,73.0,0.0,2.0,0.973,0.0,0.027,0.0,0.0,0.0,0.0,0.0,2121.0,commutative(Mul):34;constant-fold:25;involution(Sub):11;commutative(Add):11;reverse-associative(Mul):11;associative(Mul):10;even-negation(Abs):7,79,2,2,0,0.02531645569620253,0.0,0,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9733333333333334,2.230769230769231,8.384615384615385,0.5384615384615384,1.0,0.0,0.0,0.0,70.15384615384616
bwd_band05_d4:18,bwd_bands,synthetic,64.0,64.0,27.0,23.0,1.174,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,Abs:3;Add:3;Atan2:1;Const:2;Log10:2;Mul:2;Neg:7;Pow:1;Var:2,27.0,23.0,595.0,595.0,1.0,50.0,2000.0,Quiesced,3.0,88.0,19.0,40.0,0.6,15.0,138112.0,138112.0,1.0,394.0,394.0,1.0,0.0,-33.78,ok,1216.0,0.0,3.0,1.0,4.0,132.0,6.0,0.028,0.93,0.042,2.0,2.0,0.0,0.0,130.0,14596.0,commutative(Mul):22;involution(Sub):18;commutative(Add):15;even-negation(Abs):15;reverse-associative(Mul):8;associative(Mul):7;power-recip:3,152,9,22,0,0.14473684210526316,0.0,0,9,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.9577464788732394,1.7391304347826086,3.8260869565217392,0.6521739130434783,1.0,0.0,0.0,0.0,52.869565217391305
bwd_band05_d4:19,bwd_bands,synthetic,64.0,64.0,18.0,17.0,1.059,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,Abs:1;Add:2;Const:3;Exp2:1;Mul:3;Neg:3;Pow:2;Var:2,18.0,17.0,496.0,496.0,1.0,50.0,2000.0,Quiesced,2.0,25.0,10.0,25.0,0.2,11.0,108608.0,108608.0,1.0,122.0,122.0,1.0,0.0,-75.4,ok,464.0,0.0,2.0,2.0,0.0,28.0,4.0,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,5888.0,commutative(Add):6;involution(Sub):5;fma-fusion:4;commutative(Mul):3;even-negation(Abs):3;power-sqrt:2;power-recip:2,40,0,0,0,0.0,0.0,0,0,nan,nan,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.875,1.4705882352941178,1.4705882352941178,0.6470588235294118,1.0,0.0,0.0,0.0,27.294117647058822
bwd_band05_d4:20,bwd_bands,synthetic,64.0,64.0,23.0,22.0,1.045,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,Abs:2;Add:3;Const:4;Exp:1;Log2:1;Mul:1;Neg:8;Pow:1;Var:1,23.0,22.0,440.0,440.0,1.0,50.0,2000.0,Quiesced,2.0,32.0,12.0,29.0,0.3,14.0,110804.0,110804.0,1.0,239.0,239.0,1.0,0.0,-45.68,ok,960.0,0.0,1.0,1.0,77.0,0.0,6.0,0.928,0.0,0.072,0.0,0.0,0.0,0.0,0.0,6221.0,involution(Sub):12;commutative(Add):9;even-negation(Abs):6;commutative(Mul):3;power-recip:2,91,2,2,0,0.02197802197802198,0.0,0,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.927710843373494,1.3181818181818181,1.4545454545454546,0.6363636363636364,1.0,0.0,0.0,0.0,43.63636363636363
