era,set,n,B,arm,metric,median_ratio,q1_ratio,q3_ratio,improved,unchanged,worse,median_ratio_4B_vs_unguided_B,improved_4B,worse_4B,median_apps_at_stop,stop_reasons,median_classes_at_stop,median_app_actual_arm_at_B,median_app_actual_unguided_at_B
E-main-c06aa3f6,dev,334,100,control,tree_dp,0.6223,0.5195,0.7103,326,6,2,0.6015,326,2,800.0,"{""app_budget"": 169, ""quiesced"": 165}",295.5,100.0,100.0
E-main-c06aa3f6,dev,334,100,control,dag,0.6637,0.5735,0.7376,327,6,1,0.649,328,0,800.0,"{""app_budget"": 169, ""quiesced"": 165}",295.5,100.0,100.0
E-main-c06aa3f6,dev,334,100,control_label,tree_dp,0.6221,0.5223,0.7049,327,6,1,0.599,326,2,800.0,"{""app_budget"": 168, ""quiesced"": 166}",284.0,100.0,100.0
E-main-c06aa3f6,dev,334,100,control_label,dag,0.668,0.5726,0.7426,327,5,2,0.6487,328,1,800.0,"{""app_budget"": 168, ""quiesced"": 166}",284.0,100.0,100.0
E-main-c06aa3f6,dev,334,100,linear,tree_dp,0.6084,0.5082,0.6986,327,6,1,0.6004,326,2,800.0,"{""app_budget"": 168, ""quiesced"": 166}",295.0,100.0,100.0
E-main-c06aa3f6,dev,334,100,linear,dag,0.653,0.5662,0.7275,327,6,1,0.6481,328,0,800.0,"{""app_budget"": 168, ""quiesced"": 166}",295.0,100.0,100.0
E-main-c06aa3f6,dev,334,200,control,tree_dp,0.7897,0.6414,1.0,231,95,8,0.7693,237,9,800.0,"{""app_budget"": 169, ""quiesced"": 165}",295.5,200.0,200.0
E-main-c06aa3f6,dev,334,200,control,dag,0.8165,0.6916,1.0,237,85,12,0.8035,239,16,800.0,"{""app_budget"": 169, ""quiesced"": 165}",295.5,200.0,200.0
E-main-c06aa3f6,dev,334,200,control_label,tree_dp,0.7863,0.6452,1.0,234,98,2,0.7708,236,3,800.0,"{""app_budget"": 168, ""quiesced"": 166}",284.0,200.0,200.0
E-main-c06aa3f6,dev,334,200,control_label,dag,0.8061,0.6941,1.0,231,92,11,0.8047,231,13,800.0,"{""app_budget"": 168, ""quiesced"": 166}",284.0,200.0,200.0
E-main-c06aa3f6,dev,334,200,linear,tree_dp,0.7855,0.6336,1.0,233,90,11,0.7666,236,8,800.0,"{""app_budget"": 168, ""quiesced"": 166}",295.0,200.0,200.0
E-main-c06aa3f6,dev,334,200,linear,dag,0.8003,0.6724,1.0,241,80,13,0.7976,241,14,800.0,"{""app_budget"": 168, ""quiesced"": 166}",295.0,200.0,200.0
E-main-c06aa3f6,dev,334,100,unguided,-,1.0,1.0,1.0,0,334,0,0.7896,0,0,800.0,"{""app_budget"": 216, ""quiesced"": 118}",282.5,100.0,100.0
E-main-c06aa3f6,dev,334,200,unguided,-,1.0,1.0,1.0,0,334,0,0.9944,0,0,800.0,"{""app_budget"": 216, ""quiesced"": 118}",282.5,200.0,200.0
E-main-c06aa3f6,sh_bil,100,100,control,tree_dp,0.9095,0.8935,0.932,100,0,0,0.8928,100,0,800.0,"{""app_budget"": 100}",507.5,100.0,100.0
E-main-c06aa3f6,sh_bil,100,100,control,dag,1.0968,1.0274,1.2194,7,0,93,1.1195,4,96,800.0,"{""app_budget"": 100}",507.5,100.0,100.0
E-main-c06aa3f6,sh_bil,100,100,control_label,tree_dp,0.9093,0.8879,0.9511,100,0,0,0.8966,100,0,800.0,"{""app_budget"": 100}",465.5,100.0,100.0
E-main-c06aa3f6,sh_bil,100,100,control_label,dag,1.0978,1.0219,1.1928,17,0,83,1.093,14,86,800.0,"{""app_budget"": 100}",465.5,100.0,100.0
E-main-c06aa3f6,sh_bil,100,100,linear,tree_dp,0.9123,0.8922,0.9411,100,0,0,0.9009,100,0,800.0,"{""app_budget"": 99, ""quiesced"": 1}",565.0,100.0,100.0
E-main-c06aa3f6,sh_bil,100,100,linear,dag,1.1063,1.0307,1.216,17,0,83,1.1275,0,100,800.0,"{""app_budget"": 99, ""quiesced"": 1}",565.0,100.0,100.0
E-main-c06aa3f6,sh_bil,100,200,control,tree_dp,0.9,0.8731,0.9209,100,0,0,0.8909,100,0,800.0,"{""app_budget"": 100}",507.5,200.0,200.0
E-main-c06aa3f6,sh_bil,100,200,control,dag,1.1197,1.0422,1.2085,2,1,97,1.1199,1,98,800.0,"{""app_budget"": 100}",507.5,200.0,200.0
E-main-c06aa3f6,sh_bil,100,200,control_label,tree_dp,0.9091,0.8883,0.9432,100,0,0,0.8936,100,0,800.0,"{""app_budget"": 100}",465.5,200.0,200.0
E-main-c06aa3f6,sh_bil,100,200,control_label,dag,1.0921,1.0165,1.1928,17,0,83,1.0921,9,87,800.0,"{""app_budget"": 100}",465.5,200.0,200.0
E-main-c06aa3f6,sh_bil,100,200,linear,tree_dp,0.9097,0.8925,0.9224,99,0,1,0.8923,99,1,800.0,"{""app_budget"": 99, ""quiesced"": 1}",565.0,200.0,200.0
E-main-c06aa3f6,sh_bil,100,200,linear,dag,1.1234,1.098,1.2401,0,0,100,1.1237,0,100,800.0,"{""app_budget"": 99, ""quiesced"": 1}",565.0,200.0,200.0
E-main-c06aa3f6,sh_bil,100,100,unguided,-,1.0,1.0,1.0,0,100,0,0.9989,0,0,800.0,"{""app_budget"": 100}",454.5,100.0,100.0
E-main-c06aa3f6,sh_bil,100,200,unguided,-,1.0,1.0,1.0,0,100,0,1.0,0,0,800.0,"{""app_budget"": 100}",454.5,200.0,200.0
E-main-c06aa3f6,sh_r1b,95,100,control,tree_dp,0.9031,0.8916,0.9233,95,0,0,0.8919,95,0,800,"{""app_budget"": 95}",447,100,100
E-main-c06aa3f6,sh_r1b,95,100,control,dag,1.0994,1.0652,1.2774,5,0,90,1.1336,0,95,800,"{""app_budget"": 95}",447,100,100
E-main-c06aa3f6,sh_r1b,95,100,control_label,tree_dp,0.904,0.8856,0.9499,95,0,0,0.8946,95,0,800,"{""app_budget"": 95}",449,100,100
E-main-c06aa3f6,sh_r1b,95,100,control_label,dag,1.0987,1.0587,1.2416,8,0,87,1.1007,3,92,800,"{""app_budget"": 95}",449,100,100
E-main-c06aa3f6,sh_r1b,95,100,linear,tree_dp,0.8988,0.8885,0.9161,95,0,0,0.8928,95,0,800,"{""app_budget"": 94, ""quiesced"": 1}",533,100,100
E-main-c06aa3f6,sh_r1b,95,100,linear,dag,1.1352,1.0819,1.3206,3,0,92,1.1336,0,95,800,"{""app_budget"": 94, ""quiesced"": 1}",533,100,100
E-main-c06aa3f6,sh_r1b,95,200,control,tree_dp,0.8943,0.8782,0.9159,95,0,0,0.8887,95,0,800,"{""app_budget"": 95}",447,200,200
E-main-c06aa3f6,sh_r1b,95,200,control,dag,1.1334,1.0672,1.2857,0,1,94,1.1271,1,93,800,"{""app_budget"": 95}",447,200,200
E-main-c06aa3f6,sh_r1b,95,200,control_label,tree_dp,0.9037,0.8856,0.9295,95,0,0,0.894,95,0,800,"{""app_budget"": 95}",449,200,200
E-main-c06aa3f6,sh_r1b,95,200,control_label,dag,1.0988,1.0599,1.2411,8,0,87,1.1015,2,92,800,"{""app_budget"": 95}",449,200,200
E-main-c06aa3f6,sh_r1b,95,200,linear,tree_dp,0.9,0.8896,0.9175,94,0,1,0.8906,94,1,800,"{""app_budget"": 94, ""quiesced"": 1}",533,200,200
E-main-c06aa3f6,sh_r1b,95,200,linear,dag,1.1355,1.0887,1.3151,0,0,95,1.1295,0,95,800,"{""app_budget"": 94, ""quiesced"": 1}",533,200,200
E-main-c06aa3f6,sh_r1b,95,100,unguided,-,1.0,1.0,1.0,0,95,0,0.9989,0,0,800,"{""app_budget"": 95}",422,100,100
E-main-c06aa3f6,sh_r1b,95,200,unguided,-,1.0,1.0,1.0,0,95,0,1.0,0,0,800,"{""app_budget"": 95}",422,200,200
