name,category,budget,node_count,classes,reachable_classes,free_classes,branch_product_log10,stop,greedy_dag,greedy_tree,greedy_reported,treeopt_dag,treeopt_tree,exact_status,exact_dag,exact_lower_bound,exact_expansions,exact_ms,ratio,loss_dp,loss_sharing,cycle_priced_used_by_exact,cycle_priced_total,reported_matches_returned,reported_delta,dominated_candidates,dp_loss_frac,objective_miss_frac
synth_d6_s6,synthetic,production,84,352,102,42,21.808,Quiesced,771,771,771,771,771,OPTIMAL,771,771,727704,96.2,1.000000,0,0,0,2,true,0,138,0.000000,0.000000
synth_d6_s7,synthetic,production,23,29,15,5,1.681,Quiesced,406,406,406,406,406,OPTIMAL,406,406,0,0.0,1.000000,0,0,1,1,true,0,8,0.000000,0.000000
synth_d6_s8,synthetic,production,77,339,87,33,20.376,Quiesced,821,1108,1108,821,1108,OPTIMAL,821,821,968754,122.5,1.000000,0,0,0,0,true,0,121,0.000000,0.000000
synth_d6_s9,synthetic,production,30,38,21,6,1.806,Quiesced,384,384,384,384,384,OPTIMAL,384,384,37,0.0,1.000000,0,0,0,1,true,0,11,0.000000,0.000000
synth_d6_s10,synthetic,production,65,85,51,11,3.664,Quiesced,1141,2029,4611686018427388035,1141,2029,OPTIMAL,1141,1141,1105,0.2,1.000000,0,0,2,2,false,4611686018427386006,21,0.000000,0.000000
synth_d6_s11,synthetic,production,69,90,55,12,4.317,Quiesced,849,1006,1006,849,1006,OPTIMAL,849,849,13514,1.7,1.000000,0,0,0,1,true,0,19,0.000000,0.000000
synth_d7_s0,synthetic,production,53,119,51,14,5.493,Quiesced,724,747,747,724,747,OPTIMAL,724,724,2602,0.4,1.000000,0,0,0,0,true,0,45,0.000000,0.000000
synth_d7_s1,synthetic,production,166,300,140,33,11.741,Quiesced,2583,2588,2588,2583,2588,UNSOLVED,2583,564,15001600,2213.8,NaN,0,0,0,2,true,0,108,0.000000,0.000000
synth_d7_s2,synthetic,production,6,8,6,1,0.301,Quiesced,94,94,94,94,94,OPTIMAL,94,94,0,0.0,1.000000,0,0,0,0,true,0,1,0.000000,0.000000
synth_d7_s3,synthetic,production,186,603,186,74,36.778,Quiesced,2198,2870,4611686018427389736,2198,2870,UNSOLVED,2198,308,15001600,2268.7,NaN,0,0,2,2,false,4611686018427386866,215,0.000000,0.000000
synth_d7_s4,synthetic,production,98,498,111,57,33.226,Quiesced,1419,1426,4611686018427389329,1419,1426,UNSOLVED,1419,492,15001600,2230.1,NaN,0,0,3,3,false,4611686018427387903,166,0.000000,0.000000
synth_d7_s5,synthetic,production,54,370,66,32,21.021,Quiesced,652,652,652,652,652,OPTIMAL,652,652,2807,0.6,1.000000,0,0,0,0,true,0,152,0.000000,0.000000
synth_d7_s6,synthetic,production,95,341,99,35,19.973,Quiesced,1454,2883,2883,1454,2883,UNSOLVED,1454,464,15001600,1746.5,NaN,0,0,0,0,true,0,116,0.000000,0.000000
synth_d7_s7,synthetic,production,85,777,138,80,51.212,Quiesced,802,802,802,802,802,UNSOLVED,802,464,15001600,2339.7,NaN,0,0,4,4,true,0,304,0.000000,0.000000
synth_d7_s8,synthetic,production,122,3453,422,286,215.901,ClassCap,1387,2932,2932,1387,2932,UNSOLVED,1387,338,15001600,2120.5,NaN,0,0,1,1,true,0,1118,0.000000,0.000000
synth_d7_s9,synthetic,production,14,18,10,3,0.903,Quiesced,147,147,147,147,147,OPTIMAL,147,147,0,0.0,1.000000,0,0,0,0,true,0,5,0.000000,0.000000
synth_d7_s10,synthetic,production,58,100,43,11,4.061,Quiesced,413,413,413,413,413,OPTIMAL,413,413,750,0.1,1.000000,0,0,0,4,true,0,39,0.000000,0.000000
synth_d7_s11,synthetic,production,73,3532,483,317,226.464,ClassCap,970,970,4611686018427388873,970,970,UNSOLVED,970,557,15001600,3506.1,NaN,0,0,1,1,false,4611686018427387903,1190,0.000000,0.000000
synth_d9_s0,synthetic,production,318,3541,867,523,275.634,ClassCap,4257,5551,5551,4257,5551,UNSOLVED,4257,494,15001600,3453.1,NaN,0,0,0,0,true,0,985,0.000000,0.000000
synth_d9_s1,synthetic,production,83,137,67,16,6.095,Quiesced,1235,1242,1242,1235,1242,OPTIMAL,1235,1235,28229,3.7,1.000000,0,0,0,3,true,0,46,0.000000,0.000000
synth_d9_s2,synthetic,production,84,121,69,14,4.868,Quiesced,1055,1081,1081,1055,1081,OPTIMAL,1055,1055,9169,1.3,1.000000,0,0,0,0,true,0,34,0.000000,0.000000
synth_d9_s3,synthetic,production,300,1689,361,158,101.169,Quiesced,4198,4599,4599,4198,4599,UNSOLVED,4198,497,15001600,2264.1,NaN,0,0,0,0,true,0,647,0.000000,0.000000
synth_d9_s4,synthetic,production,47,68,35,10,3.311,Quiesced,668,668,668,668,668,OPTIMAL,668,668,149,0.1,1.000000,0,0,0,3,true,0,21,0.000000,0.000000
synth_d9_s5,synthetic,production,213,345,169,47,17.989,Quiesced,3551,3798,3798,3551,3798,UNSOLVED,3551,769,15001600,2009.8,NaN,0,0,4,4,true,0,101,0.000000,0.000000
synth_d9_s6,synthetic,production,156,239,121,29,10.690,Quiesced,2039,2066,2066,2039,2066,UNSOLVED,2039,645,15001600,2029.4,NaN,0,0,0,0,true,0,74,0.000000,0.000000
synth_d9_s7,synthetic,production,24,30,19,7,2.107,Quiesced,459,459,459,459,459,OPTIMAL,459,459,0,0.0,1.000000,0,0,0,0,true,0,4,0.000000,0.000000
synth_d9_s8,synthetic,production,188,4320,1088,499,278.577,ClassCap,1946,4581,4581,1946,4581,UNSOLVED,1946,418,15001600,2867.5,NaN,0,0,3,3,true,0,994,0.000000,0.000000
synth_d9_s9,synthetic,production,41,66,38,8,2.760,Quiesced,253,281,281,253,281,OPTIMAL,253,253,90,0.0,1.000000,0,0,0,1,true,0,18,0.000000,0.000000
synth_d9_s10,synthetic,production,184,842,202,94,52.477,Quiesced,2381,2767,2767,2381,2767,UNSOLVED,2381,532,15001600,2311.1,NaN,0,0,1,1,true,0,321,0.000000,0.000000
synth_d9_s11,synthetic,production,38,50,28,9,3.414,Quiesced,317,317,317,317,317,OPTIMAL,317,317,0,0.0,1.000000,0,0,1,1,true,0,9,0.000000,0.000000
synth_d11_s0,synthetic,production,279,582,234,68,28.763,Quiesced,4028,4744,4744,4028,4744,UNSOLVED,4028,787,15001600,2493.2,NaN,0,0,1,1,true,0,210,0.000000,0.000000
synth_d11_s1,synthetic,production,206,3998,660,468,284.843,ClassCap,2962,3584,3584,2962,3584,UNSOLVED,2962,830,15001600,2254.5,NaN,0,0,1,1,true,0,1204,0.000000,0.000000
synth_d11_s2,synthetic,production,19,26,12,1,0.301,Quiesced,147,147,147,147,147,OPTIMAL,147,147,8,0.0,1.000000,0,0,0,0,true,0,12,0.000000,0.000000
synth_d11_s3,synthetic,production,835,4663,1211,584,283.686,ClassCap,11719,13701,9223372036854786682,11719,13701,UNSOLVED,11719,724,15001600,2942.0,NaN,0,0,5,5,false,9223372036854772981,1745,0.000000,0.000000
synth_d11_s4,synthetic,production,89,232,89,38,15.478,Quiesced,1665,2164,2164,1665,2164,OPTIMAL,1485,1485,7951526,1074.3,1.121212,0,180,0,2,true,0,77,0.000000,0.000000
synth_d11_s5,synthetic,production,456,4588,973,429,227.764,ClassCap,6816,7020,7020,6816,7020,UNSOLVED,6816,914,15001600,2768.1,NaN,0,0,58,58,true,0,1994,0.000000,0.000000
synth_d11_s6,synthetic,production,95,133,75,20,7.151,Quiesced,1754,2995,2995,1754,2995,OPTIMAL,1754,1754,60118,8.7,1.000000,0,0,0,3,true,0,30,0.000000,0.000000
synth_d11_s7,synthetic,production,454,3298,624,346,219.377,ClassCap,7254,8235,8235,7254,8235,UNSOLVED,7254,828,15001600,2419.8,NaN,0,0,1,1,true,0,974,0.000000,0.000000
synth_d11_s8,synthetic,production,372,3983,817,306,222.910,ClassCap,4916,7581,7581,4916,7581,UNSOLVED,4916,752,15001600,3167.3,NaN,0,0,38,38,true,0,1235,0.000000,0.000000
synth_d11_s9,synthetic,production,21,27,18,2,0.602,Quiesced,372,372,372,372,372,OPTIMAL,372,372,17,0.0,1.000000,0,0,0,1,true,0,7,0.000000,0.000000
synth_d11_s10,synthetic,production,22,33,20,5,1.681,Quiesced,345,665,665,345,665,OPTIMAL,345,345,39,0.0,1.000000,0,0,0,0,true,0,7,0.000000,0.000000
synth_d11_s11,synthetic,production,89,159,72,17,6.549,Quiesced,1338,1341,1341,1338,1341,OPTIMAL,1338,1338,20048,2.9,1.000000,0,0,0,1,true,0,53,0.000000,0.000000
glyph16:U+004B [production],glyph,production,617,4578,921,377,195.133,ClassCap,1047,2835,18446744073709551615,1047,2835,UNSOLVED,1047,143,15001600,3466.1,NaN,0,0,69,69,false,-2836,1743,0.000000,0.000000
glyph16:U+004B [roomier],glyph,roomier,617,16774,2582,880,517.483,ClassCap,1132,3823,18446744073709551615,1013,2788,UNSOLVED,1013,139,10924032,4000.6,NaN,119,0,1001,1001,false,-3824,6326,0.105124,0.270730
glyph32:U+004B [production],glyph,production,617,4578,921,377,195.133,ClassCap,1047,2835,18446744073709551615,1047,2835,UNSOLVED,1047,143,15001600,3472.4,NaN,0,0,69,69,false,-2836,1743,0.000000,0.000000
glyph32:U+004B [roomier],glyph,roomier,617,16774,2582,880,517.483,ClassCap,1132,3823,18446744073709551615,1013,2788,UNSOLVED,1013,139,11028480,4000.5,NaN,119,0,1001,1001,false,-3824,6326,0.105124,0.270730
psychedelic [production],psychedelic,production,102,4847,946,395,213.052,ClassCap,766,4059,4059,766,4059,UNSOLVED,766,196,15001600,3780.7,NaN,0,0,127,127,true,0,2150,0.000000,0.000000
psychedelic [roomier],psychedelic,roomier,102,15387,3446,1958,1055.477,ClassCap,816,3771,3771,816,3771,UNSOLVED,816,196,6555648,4000.2,NaN,0,0,623,623,true,0,3890,0.000000,0.000000
shader:julia_set [production],shader,production,122,4533,819,400,251.886,ClassCap,716,14151801,18446744073709551615,676,10360711,UNSOLVED,676,384,5638144,4001.3,NaN,40,0,179,179,false,-14151802,1617,0.055866,0.267887
shader:julia_set [roomier],shader,roomier,122,17076,2590,1512,884.011,ClassCap,678,12931199,18446744073709551615,676,10360711,UNSOLVED,676,384,12060672,4000.4,NaN,2,0,800,800,false,-12931200,5751,0.002950,0.198782
